"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100","X101","X102","X103","X104","X105","X106","X107","X108","X109","X110","X111","X112","X113","X114","X115","X116","X117","X118","X119","X120","X121","X122","X123","X124","X125","X126","X127","X128","X129","X130","X131","X132","X133","X134","X135","X136","X137","X138","X139","X140","X141","X142","X143","X144","X145","X146","X147","X148","X149","X150"
8.412,9.597,13.38,17.299,17.376,14.495,10.73,16.687,18.02,16.308,10.585,14.983,16.958,15.661,12.088,12.603,14.5,13.153,14.496,8.936,11.434,14.724,14.857,11.958,11.996,13.58,15.035,12.578,11.734,12.932,13.706,12.707,8.716,11.601,13.204,12.314,10.76,9.397,11.799,10.616,11.618,8.947,11.301,12.589,12.829,9.869,9.144,12.009,12.598,11.91,11.905,11.357,12.118,13.22,13.219,9.915,13.131,13.441,13.907,14.568,11.541,14.278,13.669,12.919,11.271,12.031,11.189,11.894,11.087,12.247,12.411,11.114,9.589,10.797,12.425,10.58,11.585,11.968,11.4,12.316,13.294,13.617,11.94,13.698,14.375,15.208,14.642,10.958,14.081,12.372,12.199,12.445,9.763,12.28,12.483,11.736,6.265,9.603,10.892,7.659,10.839,10.264,10.678,10.2,9.929,11.109,11.379,9.898,6.854,11.033,12.424,9.628,11.355,6.868,11.172,12.076,12.65,11.783,10.105,9.734,10.556,10.194,10.255,11.597,9.555,9.449,8.733,8.847,9.816,10.971,11.249,10.313,11.813,11.755,11.838,12.261,7.839,10.436,10.863,9.919,8.032,7.808,10.628,9.981,8.755,9.278,9.967,9.384,10.045,7.124
9.925,9.919,13.202,13.745,11.603,14.035,15.429,14.174,11.137,9.317,7.917,8.161,8.915,7.281,6.021,8.893,6.973,6.193,7.042,4.032,7.354,7.912,0.157,6.679,6.46,7.283,5.739,5.73,7.423,7.009,6.578,7.174,2.534,6.612,5.03,4.945,6.693,7.425,6.781,7.451,6.789,6.358,5.243,6.323,5.9,6.685,4.286,7.377,7.041,4.214,5.932,7.23,7.368,7.748,6.984,6.454,5.098,6.61,5.101,4.912,5.588,5.061,5.383,4.229,4.638,4.765,6.111,6.066,4.965,3.744,6.068,6.846,4.594,8.135,7.92,6.849,7.839,7.837,7.619,7.047,6.764,6.267,5.454,6.191,3.191,6.005,5.954,6.169,4.215,7.196,7.856,6.362,5.675,5.343,5.198,6.131,5.64,3.401,6.048,6.244,5.743,6.333,5.382,4.71,5.961,5.307,2.992,3.268,6.58,5.926,4.003,5.935,5.638,5.1,5.47,6.184,6.454,5.092,5.344,4.149,6.718,5.607,3.102,3.669,5.467,5.333,3.559,4.843,6.225,7.244,7.589,7.02,6.747,6.073,7.298,5.108,5.856,4.88,2.711,4.75,5.696,5.38,6.984,6.729,6.687,5.793,6.078,5.003,3.664,5.866
11.892,13.281,14.587,12.724,13.578,14.531,11.705,13.228,13.696,10.823,9.477,9.62,7.984,10.242,10.634,8.483,10.219,9.767,6.618,7.375,7.986,7.702,9.891,9.24,7.021,6.434,1.916,6.461,7.962,4.113,7.649,7.27,6.947,7.457,7.61,4.467,7.362,6.77,6.148,3.624,6.701,7.226,7.985,7.175,4.965,7.374,8.058,8.15,10.088,9.577,8.78,10.911,10.377,4.567,8.568,8.174,7.176,7.447,7.469,8.404,8.481,6.653,6.489,8.538,7.395,7.128,8.078,7.748,4.97,8.681,8.133,7.88,9.024,8.006,7.887,8.903,8.183,9.602,9.339,7.118,6.307,7.123,6.393,6.142,4.409,6.353,6.438,4.705,6.186,6.32,6.092,6.599,5.878,5.607,5.481,3.923,6.844,7.687,7.94,7.885,6.572,4.244,6.94,7.641,6.331,4.279,2.757,4.667,5.641,4.774,6.054,6.583,6.275,7.187,6.737,4.349,4.886,4.455,6.176,6.628,5.18,5.353,4.103,5.649,6.874,5.78,4.848,5.847,6.196,5.332,4.363,5.871,7.175,6.693,4.612,4.607,4.921,7.3,7.186,5.272,6.183,5.13,3.058,3.916,5.928,6.903,4.481,4.364,5.356,4.729
8.878,7.678,13.482,16.092,15.344,11.715,13.973,17.296,16.793,12.391,11.106,14.255,14.942,12.207,10.84,10.965,12.927,10.851,9.607,11.131,12.68,11.902,7.594,9.973,12.399,12.072,8.141,9.984,11.573,11.605,9.66,8.803,9.484,8.767,6.921,7.683,5.919,8.095,6.391,4.902,5.946,8.03,6.802,7.395,7.247,8.224,8.978,8.01,6.456,7.958,9.754,7.871,5.84,6.83,8.49,8.213,7.894,7.641,7.956,9.118,6.427,8.11,8.267,9.825,8.048,5.303,5.422,10.276,11.053,9.487,7.086,6.799,6.931,6.247,8.948,9.401,10.284,9.751,8.04,10.753,11.083,10.174,9.982,10.671,11.924,11.649,6.918,9.659,11.294,11.718,10.292,8.644,9.923,9.145,8.252,7.955,8.856,9.504,8.822,7.289,8.171,8.776,8.542,7.716,6.685,8.166,8.237,6.925,7.274,6.877,8.225,3.667,4.381,5.409,8.533,8.033,5.859,7.165,8.355,9.169,7.152,8.398,9.658,9.759,7.01,8.466,10.13,10.744,9.818,9.638,9.902,11.792,10.973,9.167,10.641,12.708,11.406,8.91,10.854,11.84,11.662,6.014,9.862,10.021,9.808,7.487,7.05,8.47,9.165,7.648
9.276,10.895,14.987,15.256,11.821,14.785,17.219,16.499,12.754,15.947,16.787,14.719,10.967,15.483,15.515,12.934,7.893,13.114,13.296,10.81,12.174,10.97,12.636,7.661,13.205,13.081,12.802,10.235,11.757,11.426,11.959,11.772,9.709,11.758,11.524,10.848,12.395,11.327,10.463,11.796,12.216,12.667,11.74,11.379,9.735,11.718,11.632,12.987,11.985,12.876,10.366,11.561,13.676,14.156,13.688,14.102,16.134,16.446,15.786,15.442,15.216,11.457,12.998,14.498,12.818,10.538,11.437,13.358,13.236,13.812,14.73,13.377,13.797,13.968,13.197,13.593,14.257,15.299,16.068,14.962,13.715,14.929,14.502,14.977,14.808,13.449,12.94,14.159,13.715,14.127,14.412,12.468,14.217,14.253,13.797,14.531,13.573,14.15,13.893,11.572,11.729,10.605,13.055,14.037,14.06,14.165,14.15,11.749,11.377,10.485,9.392,12.055,12.705,11.607,12.346,12.863,12.122,12.024,12.075,11.656,11.703,10.813,8.679,11.489,12.243,12.123,10.496,9.623,11.605,12.545,11.419,11.264,12.005,10.966,10.814,12.737,12.651,11.683,11.538,11.495,10.365,10.025,11.121,10.783,11.343,11.051,10.136,8.148,8.377,10.177
11.223,6.609,10.561,13.935,14.32,12.608,11.665,13.022,13.149,11.428,11.652,10.116,7.91,6.256,8.179,8.091,4.883,6.572,7.164,7.704,6.841,8.334,5.933,7.714,5.058,7.677,8.587,7.232,5.268,4.858,4.847,4.581,3.944,4.806,6.298,7.12,6.496,3.263,5.957,5.873,0.412,6.832,6.864,6.602,5.774,6.732,6.638,6.107,6.28,5.713,6.706,6.274,6.91,6.591,6.682,5.886,4.697,5.119,5.056,5.499,5.118,5.567,7.25,6.975,6.377,4.922,5.897,5.847,4.669,5.702,5.119,5.789,6.293,6.919,4.889,3.643,4.555,-0.611,6.33,6.539,6.839,6.981,5.995,5.609,5.829,6.86,7.488,6.554,6.372,6.358,5.471,4.453,4.142,4.631,3.955,4.664,5.526,4.875,4.455,5.924,7.176,6.682,4.768,-1.784,6.208,7.017,6.913,5.753,7.197,8.167,7.818,5.055,5.777,7.004,3.64,5.734,5.286,7.057,6.847,5.396,6.706,6.214,2.835,6.616,5.816,6.282,5.117,7.55,7.634,6.406,6.621,5.835,1.989,6.055,6.21,6.641,7.554,6.462,5.977,6.973,6.917,5.298,3.928,4.125,3.904,4.154,5.78,3.876,4.436,4.301
8.841,7.673,13.913,15.585,12.761,13.602,15.44,16.438,14.475,10.133,13.097,14.217,11.341,12.063,13.293,13.635,11.417,10.328,10.611,10.481,7.473,7.332,7.118,7.451,6.954,7.962,8.765,7.433,4.517,6.817,7.477,8.243,5.114,6.918,6.151,7.832,8.344,7.411,6.511,7.153,7.595,7.8,6.976,6.296,6.794,7.728,8.477,8.269,6.175,7.846,9.92,9.021,9.463,9.667,10.034,8.906,9.729,10.154,9.27,8.566,7.354,6.989,8.116,5.244,6.999,5.328,6.327,6.297,8.406,8.149,8.517,5.836,8.447,9.023,9.757,6.634,10.475,10.955,11.53,9.949,10.042,9.566,9.718,8.603,8.433,6.476,7.653,5.253,7.377,7.025,7.454,7.305,6.89,7.516,7.734,5.457,2.886,1.912,6.267,6.488,7.509,6.609,6.795,7.082,6.278,4.987,5.307,6.681,6.007,5.984,6.618,7.007,5.934,4.555,4.292,6.914,5.059,4.474,7.191,8.058,7.786,6.751,6.382,7.282,7.188,5.364,6.009,6.159,4.939,5.233,5.526,6.487,5.358,4.399,3.952,5.928,4.901,4.526,5.898,5.261,3.191,5.817,6.414,6.633,6.573,5.756,5.555,6.243,6.674,6.171
9.475,11.633,14.942,14.511,9.808,14.943,15.882,13.511,10.922,12.572,11.579,7.354,10.796,11.154,6.706,6.618,7.466,7.531,8.464,8.721,8.167,4.803,8.778,7.891,6.339,4.611,7.784,5.801,6.306,8.526,7.826,4.424,8.602,7.287,6.337,6.654,6.731,7.1,6.935,6.863,6.084,5.838,5.488,7.513,7.004,6.932,7.489,8.171,5.497,5.775,7.317,7.012,5.926,8.261,8.562,6.387,7.966,8.62,7.97,6.865,5.901,6.28,7.49,7.071,6.49,6.466,5.93,7.181,6.796,6.55,6.147,4.764,7.836,7.828,7.578,6.259,8.185,6.9,-0.71,7.603,7.088,6.872,5.836,8.297,7.674,5.288,3.302,1.164,3.585,5.552,4.709,2.41,4.541,6.913,6.777,5.894,4.418,5.909,4.068,7.101,5.635,6.325,5.914,4.899,6.211,3.176,3.322,5.997,6.438,5.906,7.205,7.51,5.777,6.094,6.105,6.569,7.279,7.082,5.5,5.499,6.149,4.645,6.033,6.107,4.152,6.243,6.133,5.698,6.73,6.392,5.724,5.763,4.736,5.877,5.728,5.53,4.412,5.57,7.372,7.096,5.908,4.994,5.25,6.409,6.011,5.083,5.408,6.836,6.435,6.106
12.342,10.314,9.09,10.876,11.669,11.628,11.365,9.954,10.214,9.139,8.349,7.322,6.635,8.767,7.088,6.73,6.356,6.481,4.4,3.18,6.411,6.473,4.673,7.032,6.793,6.039,6.965,6.82,6.606,5.289,7.036,6.334,5.318,5.552,5.231,4.296,4.802,4.816,4.274,6.519,4.44,5.777,6.044,5.926,7.119,7.433,6.482,4.386,7.734,6.634,7.304,9.292,9.586,10.179,10.482,10.518,8.555,7.354,7.991,7.641,6.542,6.426,4.166,6.119,5.645,6.118,7.149,7.145,5.487,6.412,5.983,6.909,7.304,7.992,7.329,4.917,6.093,6.719,6.866,5.625,3.893,4.052,4.046,5.038,5.551,5.528,5.384,4.913,6.167,5.538,5.534,5.215,6.3,4.814,1.939,6.34,7.416,5.919,2.599,4.244,6.409,6.04,4.8,6.227,6.24,5.891,6.127,6.928,6.697,6.4,4.97,3.226,5.765,5.634,5.764,7.559,6.642,6.824,5.203,6.278,6.517,4.99,5.361,5.732,4.736,5.675,6.552,5.989,3.667,0.194,6.422,6.9,5.725,5.265,5.595,4.845,4.652,3.35,3.251,3.661,3.612,3.148,5.874,6.638,7.007,6.041,5.665,5.894,3.706,5.757
7.974,12.137,14.881,13.979,14.439,18.258,18.378,14.907,14.296,14.787,11.439,12.968,14.567,12.895,11.699,14.08,13.707,9.674,10.346,5.168,9.492,10.107,11.517,9.376,9.169,11.46,10.386,9.304,9.666,9.896,7.978,7.806,8.459,8.239,8.493,6.958,8.82,8.276,6.733,7.919,8.307,6.671,9.002,6.868,6.525,7.962,7.774,8.002,7.056,8.033,6.348,9.001,8.798,6.398,8.644,5.491,5.453,8.993,8.91,7.403,7.43,9.249,6.332,7.61,9.167,9.755,6.573,5.86,9.332,6.238,8.985,7.852,8.647,8.041,8.547,7.837,4.47,5.381,8.315,7.255,6.02,7.531,6.401,6.19,5.814,6.926,7.618,6.578,6.325,6.373,9.645,10.085,8.752,6.49,9.77,8.588,8.974,9.191,6.614,6.049,10.129,8.891,6.652,7.809,4.941,6.865,7.074,6.896,7.725,7.829,7.659,7.851,8.126,5.635,7.01,5.646,9.63,8.676,9.415,9.425,7.25,7.878,9.584,9.365,8.507,9.274,9.87,7.622,7.402,6.893,7.51,6.026,6.294,5.41,5.896,7.634,4.478,5.545,4.253,5.398,6.905,7.736,5.014,6.82,6.068,6.525,2.374,5.913,5.292,5.321
8.958,9.58,14.752,15.442,13.104,11.436,16.283,16.069,11.798,11.341,13.529,12.853,8.973,12.027,12.823,11.108,8.627,10.675,10.328,5.956,7.89,10.303,10.646,8.63,9.032,10.393,9.104,6.418,10.122,10.61,8.598,7.309,6.735,5.381,6.308,6.499,8.053,7.985,8.015,6.95,5.564,7.122,6.262,5.458,7.114,7.04,5.575,5.64,6.224,7.202,5.265,5.39,6.115,4.879,5.912,6.695,3.549,6.316,6.432,7.844,6.022,7.034,7.189,9.283,8.513,7.953,7.554,3.005,6.156,5.708,6.551,4.956,7.231,6.873,5.473,4.611,7.267,8.129,9.028,9.161,8.957,8.75,8.033,7.384,6.797,7.766,7.613,7.063,7.135,7.572,8.697,7.872,7.931,8.063,9.479,8.637,8.774,8.406,8.989,3.956,9.348,10.551,10.971,9.636,9.627,10.857,10.542,9.221,9.726,10.839,9.638,8.566,10.074,9.509,9.42,9.74,10.679,8.816,9.24,9.142,9.467,6.908,3.034,7.866,8.605,7.031,6.602,2.172,5.956,5.995,5.881,5.525,7.573,3.598,2.332,6.322,6.25,7.135,7.761,6.137,7.406,6.443,3.974,5.772,5.425,5.901,6.866,5.355,4.604,5.657
9.075,9.118,8.659,9.624,8.799,5.019,8.364,7.591,7.873,7.68,8.339,7.591,5.126,5.343,7.41,7.282,7.023,6.386,6.18,5.966,7.132,6.646,6.454,7.157,4.028,5.112,5.944,4.294,6.066,7.508,7.963,7.839,7.604,7.944,8.111,7.577,6.956,4.805,2.957,5.51,3.955,7.267,6.069,6.05,6.209,4.052,5.56,5.578,6.084,6.406,6.409,5.857,6.354,5.744,6.327,6.965,6.632,6.934,5.946,4.859,6.812,-0.762,6.152,5.882,6.113,4.332,6.05,7.059,6.573,6.55,6.985,3.858,6.709,5.745,5.739,7.475,6.569,7.292,5.784,5.755,6.618,6.399,7.083,6.701,6.126,3.42,7.002,6.59,6.804,5.783,8.139,7.766,7.798,8.287,5.147,5.876,7.951,7.75,6.189,7.46,7.785,8.884,5.65,8.626,7.114,6.467,8.001,7.178,5.319,7.239,4.915,7.318,5.675,7.602,8.146,5.57,5.509,6.996,5.957,5.707,5.545,6.87,6.452,7.161,3.9,7.197,6.659,7.083,8.227,6.247,6.078,6.241,7.237,7.237,5.5,8.23,8.736,9.012,8.78,7.831,7.655,8.808,8.367,7.462,8.034,7.515,8.519,7.753,8.234,8.922
10.25,9.707,14.057,14.218,11.225,15.341,17.5,16.388,11.016,10.517,11.815,8.91,11.459,13.725,13.211,9.212,10.985,11.352,9.94,5.244,9.809,8.818,7.53,9.218,11.17,9.623,7.874,9.937,10.143,8.275,8.678,9.27,8.352,7.659,8.643,9.335,8.117,5.357,8.154,6.707,6.555,7.023,8.509,9.29,7.78,8.778,8.701,8.48,8.897,10.705,10.695,10.068,12.582,13.029,11.851,7.002,9.441,9.609,8.226,9.468,10.192,9.603,7.962,9.233,9.37,6.598,9.459,10.815,10.744,8.208,12.052,13.239,12.334,12.272,12.445,11.663,11.704,10.176,10.207,8.919,8.58,8.696,7.985,6.226,5.141,7.197,6.411,6.426,7.623,5.283,7.246,7.598,4.623,5.253,6.212,5.036,4.874,6.443,6.023,5.022,4.575,4.556,5.155,5.136,6.923,7.114,6.795,4.38,6.257,5.599,5.876,3.435,6.877,7.088,3.807,5.322,5.22,6.688,5.865,4.788,6.81,7.188,4.333,5.783,4.397,3.315,3.784,6.001,5.978,4.744,6.353,5.566,5.386,6.483,6.151,2.754,7.247,6.457,3.23,4.489,6.401,3.676,2.235,6.682,6.812,7.114,4.871,5.163,4.705,1.631
8.955,11.56,13.21,11.671,14.385,16.358,15.078,10.618,12.812,11.476,10.531,12.139,10.736,9.183,10.784,9.941,9.076,10.863,9.485,7.957,10.099,9.284,4.152,8.682,8.244,7.517,9.591,8.133,6.572,7.927,7.729,6.026,7.711,6.597,5.971,8.173,7.076,4.866,6.71,6.904,7.258,7.954,7.65,3.194,8.423,8.631,8.549,10.291,10.223,5.239,10.657,11.518,8.979,12.19,12.353,10.476,9.157,10.869,9.599,8.989,9.494,9.404,8.397,9.207,8.285,7.455,8.908,8.851,7.981,8.206,6.457,7.309,8.269,7.27,7.635,9.073,7.277,6.68,8.492,7.335,3.579,5.529,6.141,6.436,6.562,4.897,5.305,6.459,6.743,4.848,5.378,5.177,5.617,5.965,5.381,5.593,6.402,6.56,4.577,5.8,4.253,5.326,7.221,6.496,6.25,6.122,3.499,5.577,6.187,6.497,5.724,2.134,3.869,6.306,5.344,6.445,6.126,4.356,6.681,5.863,6.155,6.685,3.458,6.803,7.084,5.323,5.55,2.741,4.525,5.351,5.54,5.801,1.69,5.946,3.849,3.823,3.29,1.545,4.914,6.373,6.836,5.983,7.036,6.863,6.308,6.279,5.846,6.138,5.872,4.752
8.191,12.691,14.922,13.951,14.111,17.016,16.848,14.216,13.508,14.136,12.042,13.483,13.763,12.381,11.592,12.559,11.083,9.012,8.171,9.324,8.974,10.513,10.928,11.011,8.252,9.518,6.529,7.308,7.506,7.655,8.009,7.007,6.872,7.776,8.427,8.123,8.74,6.222,8.798,7.94,8.86,8.133,8.79,8.452,8.52,9.194,8.607,8.944,8.61,9.024,8.535,7.6,9.524,9.066,9.659,9.117,8.726,9.989,10.687,10.602,6.898,9.392,7.986,9.508,6.601,8.941,9.299,8.868,9.7,6.758,9.696,8.259,7.953,9.466,9.08,9.36,7.152,9.39,9.875,9.571,10.178,8.934,10.833,9.611,11.249,11.444,10.478,7.939,11.628,8.637,10.092,10.015,9.972,9.856,9.131,9.83,7.948,9.924,9.08,7.119,9.395,5.285,9.131,-0.395,10.009,7.477,9.246,9.145,8.211,8.9,5.794,9.037,7.609,9.326,7.54,8.562,8.064,7.164,8.516,7.205,9.4,7.125,9.584,8.515,8.989,6.857,8.783,6.372,7.772,3.995,7.66,8.1,6.864,4.444,8.041,6.834,6.756,7.204,6.154,4.604,6.76,6.721,6.741,3.433,6.396,5.012,5.719,7.379,5.682,7.048
8.964,9.187,13.752,16.473,15.56,10.819,12.221,15.868,15.985,12.316,6.07,12.96,14.419,12.956,10.14,10.97,13.394,12.559,11.243,7.649,9.746,10.954,10.637,8.406,8.771,11.598,11.309,10.673,7.562,8.935,11.408,11.191,10.286,8.709,10.265,10.073,8.498,9.56,9.598,9.863,8.526,4.984,8.818,10.044,9.828,9.244,5.769,8.87,8.144,10.98,10.766,6.946,9.807,9.537,11.01,10.901,8.884,9.757,8.278,11.58,11.848,9.893,10.548,10.004,6.866,4.313,9.453,11.14,10.572,8.727,8.034,7.526,10.081,9.332,9.301,8.022,9.526,10.045,9.513,9.931,9.576,10.44,10.285,10.953,11.62,11.265,10.719,10.114,10.429,9.769,9.713,10.222,11.038,10.477,9.94,10.411,10.288,11.18,10.769,10.745,10.698,11.057,11.733,11.821,11.872,11.877,12.254,12.112,12.206,12.403,12.069,12.18,12.094,12.31,12.562,12.67,12.562,12.819,13.075,13.218,12.95,12.913,12.883,13.106,13.161,13.048,13.09,12.663,12.9,13.5,12.693,13.176,13.19,13,12.918,13.148,12.899,12.944,13.055,13.058,13.014,13.019,13.126,13.058,13.224,13.165,13.198,13.237,13.241,13.257
9.844,11.472,12.084,11.308,12.223,11.651,11.624,11.445,9.902,8.986,9.581,9.126,8.995,8.11,7.263,6.871,7.141,5.149,6.691,6.627,5.778,6.135,6.579,5.572,5.269,4.154,6.112,5.745,6.206,6.652,4.646,5.983,6.383,5.854,5.815,4.938,5.794,4.578,3.254,6.74,6.128,3.859,5.668,5.216,2.011,5.004,5.129,5.512,5.387,5.068,5.332,4.379,5.741,4.357,6.022,6.441,6.878,7.518,6.615,7.175,5.981,6.615,3.838,4.605,4.593,4.766,6.518,6.431,7.004,7.679,7.759,5.602,5.307,5.486,7.318,6.729,5.318,6.971,8.182,9.019,9.019,9.45,9.075,8.596,8.171,5.99,7.931,7.76,7.569,7.924,7.38,7.289,7.184,6.262,4.404,6.214,3.749,5.732,6.526,5.714,5.918,5.981,4.745,6.735,6.38,6.64,7.024,4.811,5.447,3.81,5.842,5.974,7.539,7.425,5.765,4.785,5.674,6.109,4.003,5.287,5.834,5.39,5.615,5.61,7.509,7.083,4.633,5.104,6.042,6.29,6.65,6.937,5.557,4.65,6.183,7.225,6.712,6.461,5.177,4.714,6.874,5.869,4.471,4.978,5.579,6.47,5.535,6.318,5.789,3.494
9.737,12.276,14.271,12.714,12.907,14.956,13.809,13.373,15.172,13.784,10.653,12,10.255,8.806,10.797,9.375,7.781,9.695,8.826,5.202,6.067,4.33,6.873,8.961,7.267,7.798,8.909,8.388,6.991,7.634,6.443,0.829,5.919,7.925,7.481,6.6,6.868,4.111,7.282,5.598,2.442,3.474,4.432,6.859,6.656,5.095,4.988,6.67,6.707,7.351,7.712,5.387,5.244,7.04,7.419,2.432,6.399,7.637,7.02,5.987,3.442,5.785,5.635,2.745,6.088,6.237,6.113,6.188,5.975,6.691,6.912,5.634,4.873,5.224,3.947,4.651,5.082,6.216,6.633,8.46,7.261,7.842,8.312,8.975,7.675,8.737,6.582,7.534,7.733,7.343,6.369,4.993,3.09,6.505,4.917,5.927,7.071,6.858,5.535,6.91,5.642,4.403,4.66,5.116,2.989,3.775,5.453,4.225,5.056,6.322,5.877,6.68,6.883,5.106,3.341,5.969,6.876,6.636,4.383,6.38,6.746,5.494,5.647,6.599,6.26,5.049,5.864,5.14,5.905,5.206,5.19,6.738,7.783,6.113,5.066,4.762,4.001,5.857,5.72,6.806,5.872,5.59,5.194,4.135,4.119,3.472,5.559,6.306,4.566,5.156
8.079,10.666,13.2,12.523,10.036,12.462,12.528,9.742,13.318,13.611,10.831,6.5,6.522,8.625,8.674,8.876,9.024,7.169,7.792,8.933,8.761,8.635,9.138,9.111,8.967,8.805,9.531,9.639,9.292,9.933,10.031,9.763,10.087,10.123,9.999,10.253,10.548,10.778,10.942,11.219,11.346,11.649,11.84,12.086,12.513,12.755,12.873,12.99,13.09,13.123,13.194,12.99,12.975,12.741,12.582,12.238,12.144,11.901,11.836,11.565,11.362,11.191,10.473,10.901,10.793,10.682,10.697,10.591,10.791,10.704,10.819,10.83,10.37,10.37,10.411,10.314,10.364,10.186,10.234,10.26,9.891,10.034,9.889,9.211,9.264,9.37,9.303,8.755,8.074,8.895,8.156,8.596,8.036,8.016,7.91,7.923,7.484,7.486,6.809,6.929,7.015,6.116,6.833,7.149,6.31,5.383,6.745,7.15,6.169,7.146,5.108,6.442,6.13,6.868,6.133,3.937,6.403,6.823,5.168,3.8,6.699,7.507,6.162,6.191,7.39,6.531,7.028,6.028,6.205,4.386,5.771,3.921,5.982,6.598,7.233,7.616,6.757,6.538,7.689,6.124,7.236,5.83,6.647,7.193,6.187,7.543,6.953,4.9,4.384,5.667
9.756,9.781,14.081,15.831,14.289,12.345,15.726,17.463,16.414,13.246,12.55,13.449,11.779,11.665,12.641,14.069,13.394,11.314,8.104,9.881,7.395,9.152,9.16,10.328,9.756,8.445,7.232,7.852,7.816,8.626,5.117,6.648,6.8,8.403,7.629,7.397,7.932,8.99,6.585,7.752,8.479,9.646,7.605,8.281,7.743,9.198,7.947,9.067,8.278,9.294,9.572,8.993,10.403,11.879,9.773,12.135,12.392,11.801,11.879,10.677,7.785,10.259,10.376,9.535,6.849,9.365,9.658,8.319,5.939,8.08,8.948,8.141,7.38,8.952,8.917,8.365,7.056,7.002,6.782,7.207,6.601,7.652,6.601,5.332,7.477,8.671,7.235,4.439,4.502,5.882,4.613,6.898,6.824,7.087,6.246,5.008,4.807,4.56,6.615,7.439,7.579,6.471,5.956,5.538,5.583,6.758,7.014,6.639,2.979,2.743,6.666,7.673,2.438,7.655,7.6,4.582,5.229,2.68,1.662,4.999,6.359,3.203,5.545,4.234,4.745,5.844,5.986,7.418,7.416,6.356,6.089,7.454,6.305,6.676,5.263,7.358,6.466,7.763,7.269,8.091,7.259,6.804,7.623,6.753,7.061,6.238,6.539,6.911,6.99,5.909
10.521,10.605,13.988,15.876,14.285,13.415,14.937,16.893,15.032,13.233,11.381,12.61,9.586,12.425,9.747,11.91,9.393,10.002,8.703,10.804,8.979,10.102,9.644,10.894,9.032,7.545,4.94,6.958,7.319,7.561,5.426,8.967,8.032,8.056,5.191,7.48,2.202,6.055,4.838,6.806,7.003,6.604,6.703,8.345,7.224,6.268,4.85,8.75,6.974,5.413,8.559,8.345,8.276,8.037,9.664,9.864,10.182,7.926,10.782,7.999,8.764,6.44,8.152,7.799,6.239,6.48,9.115,6.055,8.946,5.179,7.013,7.949,5.15,8.38,10.231,7.948,8.812,5.617,9.362,9.537,6.036,9.172,10.044,6.296,8.168,7.762,7.356,7.066,3.412,8.417,5.168,7.683,3.923,3.61,6.676,5.583,5.169,7.044,8.296,5.47,7.247,5.694,6.495,6.78,5.382,6.008,0.705,4.255,7.79,6.336,5.317,4.983,4.436,8.651,8.249,6.905,6.01,8.084,8.963,7.651,5.268,8.651,9.895,9.214,8.547,8.881,8.91,6.688,7.529,7.013,8.369,8.12,4.977,6.337,7.413,7.148,7.77,5.012,6.452,5.97,7.353,7.12,6.071,5.371,3.952,6.842,4.622,5.681,4.579,5.713
9.069,12.151,14.377,13.407,13.471,16.424,15.909,13.721,16.39,16.484,12.558,15.345,15.782,13.438,14.943,15.412,13.406,12.024,12.275,12.175,9.888,8.554,9.27,10.577,11.359,10.762,9.608,10.761,10.238,8.608,9.866,8.536,9.415,10.594,10.534,8.251,9.267,10.061,7.203,8.236,7.295,5.064,5.495,7.846,5.188,8.381,9.887,8.574,9.797,9.651,6.639,9.122,9.997,9.626,9.532,10.91,9.968,10.07,11.686,11.345,11.297,12.442,10.657,9.493,9.671,9.539,7.812,9.572,9.183,6.94,8.906,8.639,8.585,9.563,8.701,6.458,8.573,9.756,7.29,9.307,10.441,8.515,9.322,8.754,9.516,10.191,11.665,10.156,10.733,11.896,9.201,12.491,13.315,14.025,11.382,11.53,11.561,10.094,11.513,11.335,11.072,8.058,5.446,10.188,11.681,11.552,11.182,11.817,11.682,11.756,12.303,11.645,9.617,9.177,10.34,7.755,9.196,10.089,10.225,11.155,11.515,11.125,10.64,11.074,10.115,8.362,10.345,10.01,8.591,10.619,10.759,9.863,11.738,11.192,6.795,10.765,10.031,9.99,10.55,10.629,10.543,9.517,10.166,8.468,8.999,9.191,9.474,8.836,8.074,8.656
